f_r_skew,f_g_skew,f_b_skew,f_r_kurt,f_g_kurt,f_b_kurt,f_r_image_mean,f_g_image_mean,f_b_image_mean,f_r_left_mean,f_g_left_mean,f_b_left_mean,f_r_right_mean,f_g_right_mean,f_b_right_mean,fc_r_skew,fc_g_skew,fc_b_skew,fc_r_kurt,fc_g_kurt,fc_b_kurt,fc_r_image_mean,fc_g_image_mean,fc_b_image_mean,fc_r_left_mean,fc_g_left_mean,fc_b_left_mean,fc_r_right_mean,fc_g_right_mean,fc_b_right_mean,cancer
-1.3352006191590775,-0.4032459470777096,9.226706963937968,-0.16565530007604945,-0.8114552063669072,101.17052795378099,3.4455598958333336,115.68419270833333,197.20174479166667,2.6636197916666666,122.57203125,222.65778645833333,4.2275,108.79635416666666,171.745703125,-1.167964664954857,-0.8159927083867343,10.323764528535182,-0.34399919127613066,-0.7239517750406481,141.05503618673566,3.0273567708333333,154.29424479166667,187.3245703125,2.8476822916666666,149.44859375,190.030234375,3.20703125,159.13989583333333,184.61890625,Y
-0.7709969732430328,-0.6268306322299423,7.881934078732436,-1.2800913980162922,-1.212488993678844,70.51023975991559,3.947565104166667,143.0176171875,170.90936197916668,3.7427604166666666,144.99872395833333,188.80236979166668,4.152369791666667,141.03651041666666,153.01635416666667,-0.4539090362564366,-0.6175252671041054,7.102303117276586,-1.6211844560734172,-1.2025050581515686,60.22238277268927,4.711302083333333,142.46966145833332,153.8836328125,4.029895833333334,143.23026041666665,161.2065625,5.392708333333333,141.7090625,146.560703125,Y
-1.2108943568258284,0.2083914813765953,6.893236318971401,-0.47948428109667107,-0.9383395271748989,50.98402393294854,6.3071875,89.42470052083333,192.13587239583333,8.288515625,81.653828125,199.215234375,4.325859375,97.19557291666666,185.05651041666667,-0.6323219239021972,-0.5948029143691868,7.529324472294026,-1.424200368526325,-1.190644069915357,66.26269728587266,4.58171875,139.79088541666667,163.2871875,4.4553125,147.1746875,186.217421875,4.708125,132.40708333333333,140.356953125,Y
-1.252473461516686,-0.5531700104498369,8.729436993070868,-0.38079055831812525,-0.9749459457045693,91.29086503564051,3.0882161458333335,136.20973958333335,194.20391927083332,2.7667447916666665,137.21065104166667,202.47684895833333,3.4096875,135.208828125,185.93098958333334,-0.8057950485738298,-0.6770616193658772,7.637792640927331,-1.1335377199582835,-1.0176731293388008,62.0985222102383,5.856393229166667,148.6734375,173.02208333333334,5.239244791666667,153.60963541666666,170.447890625,6.473541666666667,143.73723958333332,175.59627604166667,Y
-0.6647381909473958,-0.42204523599228344,7.326318122047546,-1.3946293699415289,-1.280569706315127,61.88579848325267,4.400325520833333,132.10805989583332,165.84145833333332,4.149453125,137.3253125,164.745703125,4.651197916666667,126.89080729166666,166.93721354166667,-0.5020060394515721,-0.42902089581284975,7.497643350136254,-1.5401569411657097,-1.3291255017129002,70.1115039418764,5.245794270833334,133.7736328125,156.04638020833335,5.121692708333334,132.60645833333334,139.50309895833334,5.3698958333333335,134.94080729166666,172.58966145833332,Y
0.06529262822235145,1.156288364635208,6.766435312264947,-1.9708611791558661,0.5999495984554386,49.00320994642861,5.637786458333333,51.7221875,122.38805989583334,5.480807291666666,53.70359375,129.127734375,5.794765625,49.74078125,115.64838541666667,0.13533534972801925,-0.0954195827452497,4.575545005490355,-1.8687264339252636,-1.7051672111226457,21.46458749398335,9.6652734375,113.82368489583334,117.62088541666667,9.109140625,122.52721354166667,130.18888020833333,10.22140625,105.12015625,105.052890625,Y
-1.6133507326931826,-0.348637505556038,7.454165105301225,0.6510235066933463,-0.6857118448096018,60.326907800588515,4.63390625,105.88658854166667,206.62606770833332,4.6798697916666665,111.01177083333333,212.43026041666667,4.587942708333333,100.76140625,200.821875,-1.480170227355076,-0.021210858803867836,6.906398847682268,0.28590700575686867,-1.1600304475775152,51.35035859511034,6.11359375,117.58217447916667,201.758203125,5.090494791666667,123.444609375,209.17322916666666,7.136692708333333,111.71973958333334,194.34317708333333,Y
-1.069455269589046,-0.1728298732057502,7.657320001163824,-0.7872617102734973,-1.162451700008457,68.89013691175954,4.896028645833334,118.327578125,185.98350260416666,5.420572916666667,101.78552083333334,166.55731770833333,4.371484375,134.86963541666665,205.4096875,-1.1911179384836466,-0.2283081981290963,10.738131506357748,-0.4874729598840162,-1.2721925230901665,132.787112564014,3.7246354166666666,124.00260416666667,190.33997395833333,3.4344270833333335,111.95671875,169.37528645833333,4.01484375,136.04848958333332,211.30466145833333,Y
-1.0947941818775615,-0.012029481640461151,8.892214664622452,-0.7590816849491144,-1.306502846380481,86.51656363359008,3.5191666666666666,110.71326822916667,187.57119791666668,3.635,96.61377604166667,197.13640625,3.4033333333333333,124.81276041666666,178.00598958333333,-1.0587764002189524,-0.10762355591169925,7.709883206900261,-0.7236057639844486,-1.2975704311138836,63.88367540001869,5.4647005208333335,121.07401041666667,185.30263020833334,4.056536458333333,97.3646875,166.62302083333333,6.8728645833333335,144.78333333333333,203.98223958333332,Y
-2.020799753114576,-0.18051250440027047,5.798351230411141,2.2095722526495356,-0.41404759260889623,34.75511751059457,7.660442708333333,115.3856640625,217.0541015625,6.794817708333333,120.044765625,213.23041666666666,8.526067708333333,110.7265625,220.87778645833333,-0.8151542107185504,-1.329970755054618,5.5925090447114245,-0.8405431513219099,0.9242914262880397,33.806852980013225,7.641002604166666,175.34404947916667,174.14962239583335,6.9015104166666665,177.568125,164.40526041666666,8.380494791666667,173.11997395833333,183.893984375,Y
-1.7914092146723937,-0.520864182761439,9.725395055019542,1.3032582854490302,-0.8332598955305843,116.68725047428616,2.5322135416666667,136.333984375,210.99837239583334,2.339140625,131.832109375,211.20255208333333,2.725286458333333,140.835859375,210.79419270833333,-1.429617961100648,-0.556048472932119,9.522070771596434,0.3689903144680029,-0.980219440448836,102.74185579659775,4.48625,146.784453125,199.4049609375,4.942552083333333,151.24244791666666,214.89729166666666,4.029947916666667,142.32645833333333,183.91263020833333,Y
-1.4971640439520373,-0.5746858520566819,9.313630985219563,0.3607867229324766,-0.9598486329265392,117.09056879631522,2.7754557291666666,144.96162760416667,200.9776171875,2.502760416666667,147.53619791666668,197.54869791666667,3.048151041666667,142.38705729166668,204.40653645833333,-1.0936438014916785,-0.501667293717526,10.112319006764537,-0.592821714392751,-1.0893423406876268,128.66578131411325,3.9930859375,139.91509114583334,185.59983072916665,3.89953125,144.343125,184.15049479166666,4.086640625,135.48705729166667,187.04916666666668,Y
-2.201699698036019,-1.3348653737824583,9.983838007167305,3.066231323652837,0.8463730444533226,115.82594975393454,2.8532291666666665,175.98295572916666,220.23415364583335,2.687734375,187.32200520833334,230.13731770833334,3.018723958333333,164.64390625,210.33098958333332,-0.8550084817857105,-0.6992472360240194,8.980277346591297,-0.9614265661894952,-0.6729993818498592,95.85643554906967,5.025091145833334,146.32330729166668,175.92153645833332,6.164869791666667,143.064609375,171.884765625,3.8853125,149.58200520833333,179.95830729166667,Y
-1.023289654195127,-0.5221764196112249,4.427504193312986,-0.8462278723924759,-0.9730550812347092,20.20518220956569,6.599622395833333,140.31930989583333,184.16143229166667,5.650651041666666,139.23234375,179.751484375,7.54859375,141.40627604166667,188.57138020833332,-0.931693637929167,-0.6516697667916816,6.674835157962425,-0.918664891322349,-0.8106986354274182,57.16505681931399,4.767552083333333,145.18309895833335,179.13444010416666,4.778515625,147.264921875,174.28520833333334,4.756588541666667,143.10127604166667,183.983671875,Y
-0.43745517538625683,0.1400638620804523,8.72442348208619,-1.7551036244670073,-1.4386529783142816,89.20410879063854,4.270677083333333,98.02950520833333,153.20369791666667,4.272760416666666,99.48083333333334,154.41341145833334,4.26859375,96.57817708333333,151.993984375,-0.29893631117516656,0.3593226462843672,10.277174235944585,-1.8554322400573615,-1.302451153781203,130.53150403000836,3.5176953125,90.34729166666666,143.99567708333333,3.5300520833333335,93.05283854166667,147.95325520833333,3.5053385416666667,87.64174479166667,140.03809895833334,Y
1.0493425487909886,-1.150505869899994,0.8376075444966804,-0.47728913742820334,2.775457076359248,-0.7646719143496781,60.90203125,177.91143229166667,67.08630208333334,31.977135416666666,176.93690104166666,120.57416666666667,89.82692708333333,178.88596354166665,13.5984375,0.364800656207962,-1.1018884786169174,2.995067020760302,-1.4144874802730245,1.1642084942075943,8.913456001609422,17.808111979166668,161.05700520833332,106.338984375,10.800729166666667,174.16557291666666,135.90268229166668,24.815494791666666,147.9484375,76.77528645833333,Y
-1.8116367837291123,-0.24183543132548693,11.40850069679782,1.4383052957812028,-0.9243004357113471,156.9877505718517,3.14625,125.8680078125,211.28455729166666,3.6395572916666667,111.89111979166667,217.55447916666665,2.6529427083333332,139.84489583333334,205.01463541666666,-1.4346514658284018,-0.5979876849847413,8.47129652252577,0.30601456097472557,-0.6973634293502609,88.19463679232967,3.6033723958333335,146.3589453125,200.051015625,3.0152604166666666,144.53736979166666,236.13830729166668,4.191484375,148.18052083333333,163.96372395833333,Y
-0.9039740985271236,0.1862906810195792,10.431179642026565,-1.1608593441936061,-1.0215900920029233,127.31678817375285,3.4823307291666667,93.02713541666667,178.94490885416667,3.8879427083333336,84.8228125,182.76044270833333,3.07671875,101.23145833333334,175.129375,-0.8533627414404178,-0.49539069791517515,12.961844186123532,-1.1327185638597606,-1.3315390986067275,219.38658687194032,2.7695052083333334,137.54221354166665,174.443046875,3.1353645833333332,146.81098958333334,206.901484375,2.4036458333333335,128.2734375,141.984609375,Y
-1.0498103501995841,0.03921385354108394,9.09419204009887,-0.8677264396635649,-1.074167664121467,89.62322383862056,4.6197265625,100.0126953125,185.154375,5.282421875,83.65377604166666,169.83026041666668,3.95703125,116.37161458333334,200.47848958333333,-0.41115659625363,-0.5693117345704384,8.494726137434652,-1.5930684572436324,-1.319433105405173,103.1166815208488,3.985520833333333,141.93859375,149.61739583333335,3.6978125,137.731953125,147.34177083333333,4.273229166666667,146.145234375,151.89302083333334,Y
-0.6644186492472617,0.0001326847268765878,6.285361629332135,-1.5121352323594959,-1.2329474064718013,43.011242617456304,5.641158854166667,102.331015625,166.6223828125,5.031171875,102.800078125,175.185625,6.251145833333333,101.861953125,158.059140625,-0.2375664488597075,-0.043122113453691165,7.3638284873783695,-1.8507428313867245,-1.6411295511439299,62.45602735684109,4.236354166666667,113.45454427083334,140.59583333333333,4.250260416666666,109.15208333333334,129.45697916666666,4.222447916666667,117.75700520833334,151.7346875,Y
-2.8576174686908375,-0.29707412168249203,9.978936635133122,6.307924190136037,-0.5534407515597155,110.7932624586423,3.643359375,128.80171875,230.87166666666667,2.8314583333333334,136.17510416666667,231.7725,4.4552604166666665,121.42833333333333,229.97083333333333,-1.0584916071301607,-1.1721187349706697,9.228904148022707,-0.28792864308251165,0.4353116261063956,104.08051810463392,3.4731770833333333,169.0228125,185.9662109375,3.435390625,169.65130208333332,183.08807291666668,3.5109635416666665,168.39432291666665,188.84434895833334,Y
-1.3444149910785395,-0.5177160655783837,11.148448202349664,0.049818994702070185,-1.1790268712371847,143.22840576509557,3.390625,144.38841145833334,195.48305989583332,3.9337760416666665,152.335546875,197.29578125,2.8474739583333335,136.44127604166667,193.67033854166667,-0.9407955331273786,-1.1396203182580777,8.907444266863866,-0.7023645890992927,0.443384134960251,112.89819406474435,2.8156640625,166.87561197916668,181.063203125,3.3770572916666666,175.0421875,178.98229166666667,2.2542708333333334,158.70903645833334,183.14411458333333,Y
